매장명,승인번호,금액,결제수단,상태,배달여부,승인일시,취소일시
카카온 테스트 매장,24020319232,25000,CASH,APPROVED,매장,2024-02-03 09:46:33,
카카온 테스트 매장,24020393885,30000,CARD,APPROVED,배달,2024-02-03 10:12:08,
카카온 테스트 매장,24020323660,15000,CASH,APPROVED,매장,2024-02-03 13:16:44,
카카온 테스트 매장,24020389296,30000,CARD,APPROVED,매장,2024-02-03 13:54:10,
카카온 테스트 매장,24020318055,30000,CASH,APPROVED,매장,2024-02-03 14:19:47,
카카온 테스트 매장,24020357669,25000,CARD,APPROVED,매장,2024-02-03 14:54:09,
카카온 테스트 매장,24020361410,25000,KAKAOPAY,APPROVED,매장,2024-02-03 19:00:44,
카카온 테스트 매장,24020324300,10000,TRANSFER,APPROVED,배달,2024-02-03 22:22:18,
카카온 테스트 매장,24020341516,30000,KAKAOPAY,APPROVED,매장,2024-02-03 23:32:58,
카카온 테스트 매장,24020410865,40000,CASH,APPROVED,매장,2024-02-04 00:03:35,
카카온 테스트 매장,24020486999,30000,CASH,APPROVED,매장,2024-02-04 01:03:59,
카카온 테스트 매장,24020470959,50000,KAKAOPAY,APPROVED,매장,2024-02-04 02:23:32,
카카온 테스트 매장,24020482287,25000,CARD,APPROVED,매장,2024-02-04 02:57:04,
카카온 테스트 매장,24020456703,10000,CASH,APPROVED,매장,2024-02-04 03:40:53,
카카온 테스트 매장,24020488981,40000,CARD,APPROVED,배달,2024-02-04 05:04:52,
카카온 테스트 매장,24020490935,5000,KAKAOPAY,APPROVED,매장,2024-02-04 14:37:14,
카카온 테스트 매장,24020480827,15000,CASH,APPROVED,매장,2024-02-04 18:13:02,
카카온 테스트 매장,24020417276,40000,TRANSFER,APPROVED,배달,2024-02-04 21:22:08,
카카온 테스트 매장,24020594220,10000,KAKAOPAY,APPROVED,배달,2024-02-05 00:37:46,
카카온 테스트 매장,24020516318,25000,KAKAOPAY,APPROVED,매장,2024-02-05 02:12:47,
카카온 테스트 매장,24020565702,10000,CARD,APPROVED,매장,2024-02-05 03:17:32,
카카온 테스트 매장,24020580346,40000,CASH,APPROVED,배달,2024-02-05 04:08:46,
카카온 테스트 매장,24020557056,40000,CARD,APPROVED,배달,2024-02-05 04:32:11,
카카온 테스트 매장,24020556714,20000,CARD,APPROVED,매장,2024-02-05 06:32:42,
카카온 테스트 매장,24020546388,20000,CASH,APPROVED,배달,2024-02-05 07:34:43,
카카온 테스트 매장,24020599676,25000,CARD,APPROVED,매장,2024-02-05 15:21:37,
카카온 테스트 매장,24020541260,30000,CARD,APPROVED,매장,2024-02-05 16:27:50,
카카온 테스트 매장,24020514300,5000,KAKAOPAY,APPROVED,배달,2024-02-05 18:44:28,
카카온 테스트 매장,24020519804,40000,KAKAOPAY,APPROVED,매장,2024-02-05 19:17:27,
카카온 테스트 매장,24020639585,5000,KAKAOPAY,APPROVED,매장,2024-02-06 00:09:24,
카카온 테스트 매장,24020614973,5000,KAKAOPAY,APPROVED,배달,2024-02-06 00:36:04,
카카온 테스트 매장,24020650818,5000,KAKAOPAY,APPROVED,매장,2024-02-06 01:22:31,
카카온 테스트 매장,24020656513,50000,CARD,APPROVED,매장,2024-02-06 02:12:18,
카카온 테스트 매장,24020634575,30000,CASH,APPROVED,매장,2024-02-06 03:17:32,
카카온 테스트 매장,24020640470,40000,CASH,CANCELED,배달,2024-02-06 04:21:44,2024-02-07 21:21:44
카카온 테스트 매장,24020608817,30000,CASH,CANCELED,배달,2024-02-06 05:33:33,2024-02-08 06:33:33
카카온 테스트 매장,24020628125,5000,CARD,APPROVED,배달,2024-02-06 05:43:28,
카카온 테스트 매장,24020603768,25000,CASH,CANCELED,매장,2024-02-06 08:42:59,2024-02-07 12:42:59
카카온 테스트 매장,24020646240,30000,CARD,APPROVED,매장,2024-02-06 11:45:53,
카카온 테스트 매장,24020666936,10000,CARD,APPROVED,매장,2024-02-06 14:19:02,
카카온 테스트 매장,24020618045,25000,CARD,APPROVED,매장,2024-02-06 14:34:43,
카카온 테스트 매장,24020692199,50000,KAKAOPAY,APPROVED,매장,2024-02-06 19:21:03,
카카온 테스트 매장,24020684456,15000,CARD,APPROVED,매장,2024-02-06 19:44:51,
카카온 테스트 매장,24020688195,40000,KAKAOPAY,CANCELED,매장,2024-02-06 21:31:09,2024-02-09 10:31:09
카카온 테스트 매장,24020677110,15000,CASH,APPROVED,매장,2024-02-06 23:48:47,
카카온 테스트 매장,24020685033,10000,CARD,APPROVED,매장,2024-02-06 23:52:10,
카카온 테스트 매장,24020754164,30000,KAKAOPAY,APPROVED,배달,2024-02-07 00:02:33,
카카온 테스트 매장,24020776557,50000,CARD,APPROVED,배달,2024-02-07 09:00:19,
카카온 테스트 매장,24020701586,50000,CARD,APPROVED,매장,2024-02-07 11:16:53,
카카온 테스트 매장,24020738606,40000,KAKAOPAY,APPROVED,매장,2024-02-07 14:47:33,
카카온 테스트 매장,24020710509,25000,CASH,APPROVED,배달,2024-02-07 15:54:58,
카카온 테스트 매장,24020722627,15000,KAKAOPAY,APPROVED,배달,2024-02-07 17:27:47,
카카온 테스트 매장,24020733475,10000,CASH,APPROVED,매장,2024-02-07 18:19:18,
카카온 테스트 매장,24020724812,20000,CARD,APPROVED,매장,2024-02-07 18:48:25,
카카온 테스트 매장,24020785158,5000,CARD,APPROVED,매장,2024-02-07 20:08:45,
카카온 테스트 매장,24020861511,10000,CARD,APPROVED,배달,2024-02-08 04:36:41,
카카온 테스트 매장,24020808775,50000,CARD,APPROVED,매장,2024-02-08 04:56:18,
카카온 테스트 매장,24020844751,15000,CASH,APPROVED,매장,2024-02-08 05:47:42,
카카온 테스트 매장,24020891386,10000,CARD,APPROVED,배달,2024-02-08 05:58:42,
카카온 테스트 매장,24020805909,25000,CARD,APPROVED,매장,2024-02-08 07:08:01,
카카온 테스트 매장,24020859223,10000,CARD,APPROVED,매장,2024-02-08 10:54:06,
카카온 테스트 매장,24020840319,20000,CARD,APPROVED,매장,2024-02-08 13:08:43,
카카온 테스트 매장,24020833098,5000,CARD,APPROVED,매장,2024-02-08 16:09:16,
카카온 테스트 매장,24020873692,25000,KAKAOPAY,APPROVED,매장,2024-02-08 17:04:07,
카카온 테스트 매장,24020896038,40000,CARD,APPROVED,매장,2024-02-08 17:50:23,
카카온 테스트 매장,24020871327,15000,CARD,APPROVED,배달,2024-02-08 18:43:06,
카카온 테스트 매장,24020999189,5000,CASH,APPROVED,배달,2024-02-09 00:16:17,
카카온 테스트 매장,24020930780,30000,CARD,APPROVED,매장,2024-02-09 02:09:09,
카카온 테스트 매장,24020974445,20000,CARD,APPROVED,배달,2024-02-09 07:17:03,
카카온 테스트 매장,24020930538,40000,KAKAOPAY,APPROVED,매장,2024-02-09 07:57:37,
카카온 테스트 매장,24020995775,20000,CARD,APPROVED,매장,2024-02-09 10:36:03,
카카온 테스트 매장,24020987168,15000,CARD,APPROVED,배달,2024-02-09 10:43:26,
카카온 테스트 매장,24020925232,20000,CARD,APPROVED,매장,2024-02-09 15:01:07,
카카온 테스트 매장,24020942300,10000,KAKAOPAY,APPROVED,매장,2024-02-09 15:17:40,
카카온 테스트 매장,24020981056,40000,KAKAOPAY,APPROVED,매장,2024-02-09 16:43:07,
카카온 테스트 매장,24020933595,30000,CARD,APPROVED,매장,2024-02-09 22:39:16,
카카온 테스트 매장,24020947200,25000,CARD,APPROVED,매장,2024-02-09 23:22:53,
카카온 테스트 매장,24021029147,30000,CARD,APPROVED,매장,2024-02-10 02:38:29,
카카온 테스트 매장,24021025991,10000,KAKAOPAY,APPROVED,매장,2024-02-10 05:30:41,
카카온 테스트 매장,24021030770,5000,CARD,APPROVED,배달,2024-02-10 06:00:05,
카카온 테스트 매장,24021044341,20000,CARD,APPROVED,배달,2024-02-10 06:29:23,
카카온 테스트 매장,24021097560,25000,TRANSFER,APPROVED,매장,2024-02-10 07:41:57,
카카온 테스트 매장,24021053439,40000,CASH,APPROVED,매장,2024-02-10 09:11:34,
카카온 테스트 매장,24021090820,40000,KAKAOPAY,APPROVED,매장,2024-02-10 11:14:35,
카카온 테스트 매장,24021098151,40000,CARD,APPROVED,배달,2024-02-10 12:45:41,
카카온 테스트 매장,24021036429,25000,KAKAOPAY,APPROVED,매장,2024-02-10 15:06:58,
카카온 테스트 매장,24021025496,15000,CARD,APPROVED,배달,2024-02-10 17:17:45,
카카온 테스트 매장,24021038154,30000,KAKAOPAY,APPROVED,배달,2024-02-10 19:07:47,
카카온 테스트 매장,24021095885,25000,KAKAOPAY,APPROVED,배달,2024-02-10 19:14:27,
카카온 테스트 매장,24021045595,5000,CASH,APPROVED,배달,2024-02-10 23:17:52,
카카온 테스트 매장,24021107158,30000,CARD,APPROVED,매장,2024-02-11 02:16:34,
카카온 테스트 매장,24021109866,30000,KAKAOPAY,APPROVED,배달,2024-02-11 03:17:10,
카카온 테스트 매장,24021120927,10000,KAKAOPAY,APPROVED,배달,2024-02-11 08:21:10,
카카온 테스트 매장,24021123505,15000,KAKAOPAY,APPROVED,매장,2024-02-11 09:44:45,
카카온 테스트 매장,24021143564,50000,CASH,APPROVED,매장,2024-02-11 14:56:51,
카카온 테스트 매장,24021112333,20000,CARD,APPROVED,매장,2024-02-11 18:50:50,
카카온 테스트 매장,24021141228,5000,KAKAOPAY,APPROVED,매장,2024-02-11 19:19:38,
카카온 테스트 매장,24021159592,50000,KAKAOPAY,APPROVED,매장,2024-02-11 19:24:20,
카카온 테스트 매장,24021114498,15000,CARD,APPROVED,배달,2024-02-11 22:34:27,
카카온 테스트 매장,24021159436,5000,CARD,APPROVED,매장,2024-02-11 23:38:01,
카카온 테스트 매장,24021250892,40000,CARD,APPROVED,매장,2024-02-12 00:24:20,
카카온 테스트 매장,24021246962,40000,CARD,APPROVED,배달,2024-02-12 03:14:24,
카카온 테스트 매장,24021221713,30000,CARD,CANCELED,매장,2024-02-12 04:21:59,2024-02-13 13:21:59
카카온 테스트 매장,24021210504,15000,CASH,APPROVED,매장,2024-02-12 05:43:00,
카카온 테스트 매장,24021288652,25000,KAKAOPAY,APPROVED,매장,2024-02-12 06:15:21,
카카온 테스트 매장,24021275522,40000,CARD,APPROVED,배달,2024-02-12 07:16:41,
카카온 테스트 매장,24021212556,25000,CARD,APPROVED,매장,2024-02-12 07:42:01,
카카온 테스트 매장,24021256556,10000,KAKAOPAY,APPROVED,매장,2024-02-12 10:01:44,
카카온 테스트 매장,24021254772,15000,KAKAOPAY,APPROVED,매장,2024-02-12 10:06:05,
카카온 테스트 매장,24021283606,5000,CARD,APPROVED,매장,2024-02-12 10:14:26,
카카온 테스트 매장,24021228200,40000,KAKAOPAY,APPROVED,매장,2024-02-12 11:59:26,
카카온 테스트 매장,24021232358,5000,CASH,APPROVED,매장,2024-02-12 13:26:50,
카카온 테스트 매장,24021248432,50000,KAKAOPAY,APPROVED,매장,2024-02-12 14:24:10,
카카온 테스트 매장,24021256413,40000,CASH,APPROVED,매장,2024-02-12 14:42:23,
카카온 테스트 매장,24021213240,10000,CASH,APPROVED,매장,2024-02-12 16:18:14,
카카온 테스트 매장,24021212156,20000,CARD,APPROVED,매장,2024-02-12 17:04:01,
카카온 테스트 매장,24021240455,20000,CARD,APPROVED,배달,2024-02-12 20:00:31,
카카온 테스트 매장,24021245140,5000,CARD,APPROVED,매장,2024-02-12 20:03:47,
카카온 테스트 매장,24021237068,50000,CARD,APPROVED,매장,2024-02-12 21:26:05,
카카온 테스트 매장,24021288736,30000,KAKAOPAY,APPROVED,매장,2024-02-12 21:26:05,
카카온 테스트 매장,24021297457,40000,CARD,APPROVED,매장,2024-02-12 21:36:36,
카카온 테스트 매장,24021269191,25000,KAKAOPAY,APPROVED,매장,2024-02-12 22:01:42,
카카온 테스트 매장,24021221424,20000,CARD,APPROVED,배달,2024-02-12 22:53:13,
카카온 테스트 매장,24021302846,40000,CASH,APPROVED,매장,2024-02-13 01:12:02,
카카온 테스트 매장,24021341127,40000,CARD,APPROVED,매장,2024-02-13 01:16:20,
카카온 테스트 매장,24021334155,15000,KAKAOPAY,APPROVED,매장,2024-02-13 06:26:05,
카카온 테스트 매장,24021320453,40000,KAKAOPAY,APPROVED,배달,2024-02-13 06:26:46,
카카온 테스트 매장,24021334936,20000,CASH,APPROVED,매장,2024-02-13 07:17:07,
카카온 테스트 매장,24021393018,5000,KAKAOPAY,APPROVED,매장,2024-02-13 07:55:50,
카카온 테스트 매장,24021311333,5000,CARD,APPROVED,매장,2024-02-13 08:14:20,
카카온 테스트 매장,24021326994,15000,KAKAOPAY,APPROVED,배달,2024-02-13 09:06:18,
카카온 테스트 매장,24021343116,30000,CARD,CANCELED,매장,2024-02-13 09:46:42,2024-02-14 14:46:42
카카온 테스트 매장,24021321705,20000,KAKAOPAY,APPROVED,매장,2024-02-13 10:06:14,
카카온 테스트 매장,24021398443,30000,TRANSFER,APPROVED,매장,2024-02-13 11:45:53,
카카온 테스트 매장,24021308532,25000,CASH,APPROVED,매장,2024-02-13 13:21:47,
카카온 테스트 매장,24021338433,50000,KAKAOPAY,APPROVED,매장,2024-02-13 13:58:45,
카카온 테스트 매장,24021351163,20000,CARD,APPROVED,매장,2024-02-13 14:09:19,
카카온 테스트 매장,24021304179,15000,KAKAOPAY,APPROVED,매장,2024-02-13 14:34:19,
카카온 테스트 매장,24021331013,20000,CARD,APPROVED,매장,2024-02-13 14:50:35,
카카온 테스트 매장,24021363190,10000,KAKAOPAY,APPROVED,매장,2024-02-13 15:07:59,
카카온 테스트 매장,24021379622,40000,CARD,APPROVED,매장,2024-02-13 16:15:26,
카카온 테스트 매장,24021329977,10000,TRANSFER,APPROVED,매장,2024-02-13 16:22:10,
카카온 테스트 매장,24021323007,15000,CARD,APPROVED,배달,2024-02-13 16:24:01,
카카온 테스트 매장,24021305313,40000,CASH,APPROVED,매장,2024-02-13 19:10:25,
카카온 테스트 매장,24021345752,5000,CASH,APPROVED,매장,2024-02-13 20:20:43,
카카온 테스트 매장,24021370663,15000,KAKAOPAY,APPROVED,배달,2024-02-13 20:38:01,
카카온 테스트 매장,24021437928,5000,CARD,APPROVED,매장,2024-02-14 00:06:44,
카카온 테스트 매장,24021476152,30000,KAKAOPAY,APPROVED,매장,2024-02-14 01:07:23,
카카온 테스트 매장,24021421690,50000,KAKAOPAY,APPROVED,배달,2024-02-14 03:06:06,
카카온 테스트 매장,24021471505,15000,KAKAOPAY,APPROVED,배달,2024-02-14 07:59:01,
카카온 테스트 매장,24021457327,10000,KAKAOPAY,APPROVED,매장,2024-02-14 10:41:09,
카카온 테스트 매장,24021441934,30000,CARD,CANCELED,매장,2024-02-14 15:07:38,2024-02-14 23:07:38
카카온 테스트 매장,24021466220,5000,CARD,APPROVED,배달,2024-02-14 15:25:09,
카카온 테스트 매장,24021467899,50000,KAKAOPAY,APPROVED,배달,2024-02-14 18:07:35,
카카온 테스트 매장,24021451512,15000,CASH,APPROVED,매장,2024-02-14 20:10:06,
카카온 테스트 매장,24021452656,5000,KAKAOPAY,APPROVED,매장,2024-02-14 20:48:26,
카카온 테스트 매장,24021472993,25000,KAKAOPAY,APPROVED,배달,2024-02-14 22:59:50,
카카온 테스트 매장,24021570756,30000,CARD,APPROVED,매장,2024-02-15 02:45:29,
카카온 테스트 매장,24021555083,25000,CARD,APPROVED,매장,2024-02-15 03:25:12,
카카온 테스트 매장,24021531093,10000,KAKAOPAY,APPROVED,매장,2024-02-15 04:06:10,
카카온 테스트 매장,24021592761,40000,TRANSFER,APPROVED,매장,2024-02-15 07:39:34,
카카온 테스트 매장,24021554372,15000,CARD,APPROVED,매장,2024-02-15 11:58:48,
카카온 테스트 매장,24021534723,40000,CARD,APPROVED,배달,2024-02-15 13:16:53,
카카온 테스트 매장,24021576952,5000,KAKAOPAY,APPROVED,매장,2024-02-15 15:44:06,
카카온 테스트 매장,24021551055,15000,CARD,APPROVED,매장,2024-02-15 18:26:29,
카카온 테스트 매장,24021668773,25000,KAKAOPAY,APPROVED,매장,2024-02-16 02:14:08,
카카온 테스트 매장,24021619486,25000,CASH,APPROVED,매장,2024-02-16 02:31:56,
카카온 테스트 매장,24021631663,15000,CARD,APPROVED,배달,2024-02-16 06:33:03,
카카온 테스트 매장,24021699119,5000,TRANSFER,APPROVED,매장,2024-02-16 07:43:33,
카카온 테스트 매장,24021657051,10000,CASH,APPROVED,매장,2024-02-16 09:50:58,
카카온 테스트 매장,24021604384,30000,CARD,APPROVED,매장,2024-02-16 10:25:07,
카카온 테스트 매장,24021682508,10000,CARD,APPROVED,배달,2024-02-16 11:59:04,
카카온 테스트 매장,24021607319,50000,CASH,APPROVED,매장,2024-02-16 12:37:51,
카카온 테스트 매장,24021619905,40000,TRANSFER,APPROVED,매장,2024-02-16 13:50:04,
카카온 테스트 매장,24021636305,15000,KAKAOPAY,APPROVED,배달,2024-02-16 16:28:10,
카카온 테스트 매장,24021695855,10000,CARD,APPROVED,매장,2024-02-16 17:30:51,
카카온 테스트 매장,24021639602,50000,TRANSFER,APPROVED,배달,2024-02-16 19:02:17,
카카온 테스트 매장,24021670401,50000,CASH,APPROVED,매장,2024-02-16 23:14:41,
카카온 테스트 매장,24021742976,10000,KAKAOPAY,APPROVED,배달,2024-02-17 02:47:43,
카카온 테스트 매장,24021710127,50000,CARD,APPROVED,매장,2024-02-17 03:31:30,
카카온 테스트 매장,24021707990,5000,CARD,APPROVED,매장,2024-02-17 04:18:17,
카카온 테스트 매장,24021734074,20000,CASH,APPROVED,매장,2024-02-17 04:25:30,
카카온 테스트 매장,24021725008,40000,CARD,APPROVED,매장,2024-02-17 07:05:53,
카카온 테스트 매장,24021798677,10000,CARD,APPROVED,매장,2024-02-17 11:15:57,
카카온 테스트 매장,24021702779,25000,CASH,APPROVED,매장,2024-02-17 17:29:10,
카카온 테스트 매장,24021709376,50000,CASH,APPROVED,매장,2024-02-17 19:34:05,
카카온 테스트 매장,24021774378,5000,CARD,APPROVED,매장,2024-02-17 21:43:26,
카카온 테스트 매장,24021749087,30000,KAKAOPAY,CANCELED,매장,2024-02-17 22:40:57,2024-02-19 04:40:57
카카온 테스트 매장,24021886928,25000,KAKAOPAY,APPROVED,매장,2024-02-18 00:14:56,
카카온 테스트 매장,24021859261,5000,CASH,APPROVED,매장,2024-02-18 00:15:02,
카카온 테스트 매장,24021845224,5000,TRANSFER,APPROVED,배달,2024-02-18 00:38:23,
카카온 테스트 매장,24021878129,50000,CARD,APPROVED,매장,2024-02-18 00:39:19,
카카온 테스트 매장,24021892685,40000,KAKAOPAY,APPROVED,매장,2024-02-18 04:17:32,
카카온 테스트 매장,24021801167,25000,CARD,APPROVED,배달,2024-02-18 04:40:18,
카카온 테스트 매장,24021871933,30000,CASH,APPROVED,매장,2024-02-18 05:55:29,
카카온 테스트 매장,24021859158,10000,KAKAOPAY,APPROVED,매장,2024-02-18 12:12:13,
카카온 테스트 매장,24021839935,10000,TRANSFER,APPROVED,매장,2024-02-18 12:19:07,
카카온 테스트 매장,24021887233,50000,KAKAOPAY,APPROVED,배달,2024-02-18 13:40:14,
카카온 테스트 매장,24021808568,5000,KAKAOPAY,APPROVED,배달,2024-02-18 13:55:15,
카카온 테스트 매장,24021822707,30000,KAKAOPAY,APPROVED,매장,2024-02-18 14:00:20,
카카온 테스트 매장,24021816641,5000,CARD,APPROVED,매장,2024-02-18 14:27:38,
카카온 테스트 매장,24021814304,50000,CASH,APPROVED,매장,2024-02-18 15:08:19,
카카온 테스트 매장,24021852643,5000,CARD,APPROVED,배달,2024-02-18 17:05:52,
카카온 테스트 매장,24021840238,10000,KAKAOPAY,APPROVED,배달,2024-02-18 20:05:25,
카카온 테스트 매장,24021818850,25000,CARD,APPROVED,매장,2024-02-18 21:36:41,
카카온 테스트 매장,24021883011,50000,CARD,APPROVED,매장,2024-02-18 22:26:41,
카카온 테스트 매장,24021811601,30000,KAKAOPAY,APPROVED,매장,2024-02-18 22:37:46,
카카온 테스트 매장,24021924858,5000,CARD,APPROVED,매장,2024-02-19 02:27:05,
카카온 테스트 매장,24021900258,30000,CARD,APPROVED,배달,2024-02-19 03:17:06,
카카온 테스트 매장,24021911350,30000,CARD,APPROVED,매장,2024-02-19 05:12:44,
카카온 테스트 매장,24021938792,15000,CASH,APPROVED,배달,2024-02-19 06:15:28,
카카온 테스트 매장,24021987246,15000,KAKAOPAY,APPROVED,매장,2024-02-19 06:17:56,
카카온 테스트 매장,24021936139,40000,KAKAOPAY,APPROVED,매장,2024-02-19 08:09:34,
카카온 테스트 매장,24021910011,50000,CARD,APPROVED,매장,2024-02-19 09:17:35,
카카온 테스트 매장,24021947359,50000,KAKAOPAY,APPROVED,배달,2024-02-19 12:40:32,
카카온 테스트 매장,24021941901,5000,CARD,APPROVED,매장,2024-02-19 14:16:08,
카카온 테스트 매장,24021985718,40000,CARD,APPROVED,매장,2024-02-19 15:31:09,
카카온 테스트 매장,24021996957,25000,KAKAOPAY,APPROVED,배달,2024-02-19 16:54:15,
카카온 테스트 매장,24021930125,20000,CARD,APPROVED,매장,2024-02-19 19:02:21,
카카온 테스트 매장,24021907682,50000,CARD,APPROVED,매장,2024-02-19 19:29:07,
카카온 테스트 매장,24021960048,50000,CASH,APPROVED,배달,2024-02-19 20:14:56,
카카온 테스트 매장,24021958440,25000,CARD,APPROVED,매장,2024-02-19 20:43:01,
카카온 테스트 매장,24021989518,10000,CARD,APPROVED,매장,2024-02-19 20:55:10,
카카온 테스트 매장,24021932003,10000,KAKAOPAY,APPROVED,매장,2024-02-19 21:02:33,
카카온 테스트 매장,24021992200,30000,CARD,APPROVED,매장,2024-02-19 22:32:53,
카카온 테스트 매장,24022016555,10000,CARD,APPROVED,배달,2024-02-20 03:30:54,
카카온 테스트 매장,24022038217,30000,KAKAOPAY,APPROVED,매장,2024-02-20 04:53:36,
카카온 테스트 매장,24022027901,40000,CARD,APPROVED,배달,2024-02-20 06:08:41,
카카온 테스트 매장,24022094026,40000,KAKAOPAY,APPROVED,매장,2024-02-20 09:47:16,
카카온 테스트 매장,24022022542,5000,CARD,APPROVED,매장,2024-02-20 10:06:29,
카카온 테스트 매장,24022012366,15000,CARD,APPROVED,매장,2024-02-20 10:08:01,
카카온 테스트 매장,24022008057,50000,CASH,APPROVED,배달,2024-02-20 14:53:57,
카카온 테스트 매장,24022096318,20000,CASH,APPROVED,배달,2024-02-20 15:04:07,
카카온 테스트 매장,24022074970,15000,CARD,CANCELED,매장,2024-02-20 16:01:51,2024-02-20 18:01:51
카카온 테스트 매장,24022090681,20000,KAKAOPAY,APPROVED,매장,2024-02-20 16:06:44,
카카온 테스트 매장,24022089884,5000,CASH,APPROVED,매장,2024-02-20 16:28:02,
카카온 테스트 매장,24022041012,15000,CASH,APPROVED,매장,2024-02-20 18:15:11,
카카온 테스트 매장,24022098137,15000,KAKAOPAY,APPROVED,매장,2024-02-20 19:40:57,
카카온 테스트 매장,24022094368,50000,KAKAOPAY,APPROVED,매장,2024-02-20 20:52:20,
카카온 테스트 매장,24022057585,50000,KAKAOPAY,APPROVED,매장,2024-02-20 22:35:43,
카카온 테스트 매장,24022087077,40000,CASH,APPROVED,매장,2024-02-20 23:43:48,
카카온 테스트 매장,24022179884,25000,CASH,APPROVED,매장,2024-02-21 00:53:01,
카카온 테스트 매장,24022135754,50000,CASH,APPROVED,배달,2024-02-21 03:31:19,
카카온 테스트 매장,24022198307,50000,KAKAOPAY,APPROVED,매장,2024-02-21 03:34:41,
카카온 테스트 매장,24022193771,25000,KAKAOPAY,APPROVED,매장,2024-02-21 04:15:25,
카카온 테스트 매장,24022139560,20000,TRANSFER,APPROVED,매장,2024-02-21 04:17:56,
카카온 테스트 매장,24022183139,10000,CARD,APPROVED,매장,2024-02-21 04:31:06,
카카온 테스트 매장,24022101813,5000,KAKAOPAY,APPROVED,배달,2024-02-21 07:18:33,
카카온 테스트 매장,24022174221,50000,CARD,APPROVED,매장,2024-02-21 13:46:33,
카카온 테스트 매장,24022141345,10000,TRANSFER,APPROVED,매장,2024-02-21 17:33:05,
카카온 테스트 매장,24022108010,30000,CARD,APPROVED,배달,2024-02-21 18:58:40,
카카온 테스트 매장,24022141454,40000,CARD,APPROVED,매장,2024-02-21 22:09:43,
카카온 테스트 매장,24022216806,40000,CARD,APPROVED,매장,2024-02-22 01:30:45,
카카온 테스트 매장,24022299716,40000,KAKAOPAY,APPROVED,배달,2024-02-22 02:27:15,
카카온 테스트 매장,24022281095,10000,KAKAOPAY,APPROVED,매장,2024-02-22 04:02:07,
카카온 테스트 매장,24022234509,15000,KAKAOPAY,APPROVED,배달,2024-02-22 04:20:03,
카카온 테스트 매장,24022263124,20000,CARD,APPROVED,매장,2024-02-22 06:29:53,
카카온 테스트 매장,24022218107,30000,KAKAOPAY,APPROVED,매장,2024-02-22 07:11:41,
카카온 테스트 매장,24022289031,40000,KAKAOPAY,APPROVED,배달,2024-02-22 09:13:00,
카카온 테스트 매장,24022235474,25000,CARD,APPROVED,매장,2024-02-22 13:08:18,
카카온 테스트 매장,24022233389,25000,TRANSFER,APPROVED,매장,2024-02-22 15:59:44,
카카온 테스트 매장,24022221795,25000,CARD,APPROVED,매장,2024-02-22 17:15:13,
카카온 테스트 매장,24022274235,25000,CARD,APPROVED,매장,2024-02-22 18:42:50,
카카온 테스트 매장,24022268851,25000,CARD,APPROVED,매장,2024-02-22 19:19:42,
카카온 테스트 매장,24022242735,40000,KAKAOPAY,APPROVED,매장,2024-02-22 21:00:43,
카카온 테스트 매장,24022259121,25000,KAKAOPAY,APPROVED,매장,2024-02-22 21:52:47,
카카온 테스트 매장,24022244708,30000,CARD,APPROVED,배달,2024-02-22 22:57:05,
카카온 테스트 매장,24022251246,50000,CARD,CANCELED,매장,2024-02-22 23:35:19,2024-02-23 12:35:19
카카온 테스트 매장,24022380814,30000,CASH,APPROVED,매장,2024-02-23 00:53:02,
카카온 테스트 매장,24022369773,10000,KAKAOPAY,APPROVED,매장,2024-02-23 01:49:04,
카카온 테스트 매장,24022300830,40000,CARD,APPROVED,매장,2024-02-23 03:28:47,
카카온 테스트 매장,24022322558,10000,CARD,APPROVED,매장,2024-02-23 05:35:37,
카카온 테스트 매장,24022385742,10000,CASH,APPROVED,배달,2024-02-23 05:37:20,
카카온 테스트 매장,24022358919,25000,CARD,APPROVED,매장,2024-02-23 05:51:19,
카카온 테스트 매장,24022319046,30000,KAKAOPAY,APPROVED,매장,2024-02-23 10:07:10,
카카온 테스트 매장,24022311445,5000,CASH,APPROVED,매장,2024-02-23 11:43:32,
카카온 테스트 매장,24022360817,5000,KAKAOPAY,APPROVED,매장,2024-02-23 14:09:38,
카카온 테스트 매장,24022359873,10000,CARD,APPROVED,배달,2024-02-23 18:38:35,
카카온 테스트 매장,24022300785,15000,CARD,APPROVED,매장,2024-02-23 21:22:26,
카카온 테스트 매장,24022335993,50000,CARD,APPROVED,매장,2024-02-23 21:29:58,
카카온 테스트 매장,24022361698,25000,CASH,APPROVED,배달,2024-02-23 21:53:50,
카카온 테스트 매장,24022323692,15000,CARD,APPROVED,매장,2024-02-23 23:53:58,
카카온 테스트 매장,24022471082,5000,KAKAOPAY,APPROVED,매장,2024-02-24 00:46:23,
카카온 테스트 매장,24022464225,50000,CARD,APPROVED,매장,2024-02-24 01:54:17,
카카온 테스트 매장,24022437428,25000,CARD,APPROVED,매장,2024-02-24 02:53:13,
카카온 테스트 매장,24022489833,10000,CASH,APPROVED,매장,2024-02-24 05:55:46,
카카온 테스트 매장,24022448699,25000,CARD,APPROVED,매장,2024-02-24 06:07:18,
카카온 테스트 매장,24022442846,25000,CASH,APPROVED,매장,2024-02-24 08:27:46,
카카온 테스트 매장,24022476611,15000,KAKAOPAY,CANCELED,배달,2024-02-24 09:40:07,2024-02-26 08:40:07
